$1850  $ , $ 1.9249 \cdot 10^{-12 } $ , $ 1.9249 \cdot 10^{-12} $ 
$1875  $ , $ 1.9245 \cdot 10^{-12 } $ , $ 1.9245 \cdot 10^{-12} $ 
$1900 $ , $ 1.9241 \cdot 10^{-12 } $ , $ 1.9242 \cdot 10^{-12} $ 
$1925  $ , $ 1.9238 \cdot 10^{-12 } $ , $ 1.9238 \cdot 10^{-12} $ 
$1950  $ , $ 1.9234 \cdot 10^{-12 } $ , $ 1.9235 \cdot 10^{-12} $ 
$1975  $ , $ 1.9231 \cdot 10^{-12 } $ , $ 1.9232 \cdot 10^{-12} $ 
$2000 $ , $ 1.9228 \cdot 10^{-12 } $ , $ 1.9228 \cdot 10^{-12} $ 
$2025  $ , $ 1.9225 \cdot 10^{-12 } $ , $ 1.9225 \cdot 10^{-12} $ 
$2050  $ , $ 1.9222 \cdot 10^{-12 } $ , $ 1.9222 \cdot 10^{-12} $ 
$2075  $ , $ 1.9219 \cdot 10^{-12 } $ , $ 1.9219 \cdot 10^{-12} $ 
$2100 $ , $ 1.9216 \cdot 10^{-12 } $ , $ 1.9216 \cdot 10^{-12} $ 
$2125  $ , $ 1.9213 \cdot 10^{-12 } $ , $ 1.9213 \cdot 10^{-12} $ 
$2150  $ , $ 1.9210 \cdot 10^{-12 } $ , $ 1.9210 \cdot 10^{-12} $ 
$2175  $ , $ 1.9207 \cdot 10^{-12 } $ , $ 1.9208 \cdot 10^{-12} $ 
$2200 $ , $ 1.9205 \cdot 10^{-12 } $ , $ 1.9205 \cdot 10^{-12} $ 
$2225  $ , $ 1.9202 \cdot 10^{-12 } $ , $ 1.9202 \cdot 10^{-12} $ 
$2250  $ , $ 1.9199 \cdot 10^{-12 } $ , $ 1.9200 \cdot 10^{-12} $ 
$2275  $ , $ 1.9197 \cdot 10^{-12 } $ , $ 1.9197 \cdot 10^{-12} $ 
$2300 $ , $ 1.9194 \cdot 10^{-12 } $ , $ 1.9195 \cdot 10^{-12} $ 
$2325  $ , $ 1.8750 \cdot 10^{-12 } $ , $ 1.8750 \cdot 10^{-12} $ 
$2350  $ , $ 1.7787 \cdot 10^{-12 } $ , $ 1.7788 \cdot 10^{-12} $ 
$2375  $ , $ 1.6874 \cdot 10^{-12 } $ , $ 1.6875 \cdot 10^{-12} $ 
$2400 $ , $ 1.6008 \cdot 10^{-12 } $ , $ 1.6009 \cdot 10^{-12} $ 
$2425  $ , $ 1.5187 \cdot 10^{-12 } $ , $ 1.5187 \cdot 10^{-12} $ 
$2450  $ , $ 1.4408 \cdot 10^{-12 } $ , $ 1.4408 \cdot 10^{-12} $ 
$2475  $ , $ 1.3668 \cdot 10^{-12 } $ , $ 1.3669 \cdot 10^{-12} $ 
$2500 $ , $ 1.2967 \cdot 10^{-12 } $ , $ 1.2968 \cdot 10^{-12} $ 
$2525  $ , $ 1.2302 \cdot 10^{-12 } $ , $ 1.2302 \cdot 10^{-12} $ 
$2550  $ , $ 1.1671 \cdot 10^{-12 } $ , $ 1.1672 \cdot 10^{-12} $ 
$2575  $ , $ 1.1073 \cdot 10^{-12 } $ , $ 1.1073 \cdot 10^{-12} $ 
$2600 $ , $ 1.0505 \cdot 10^{-12 } $ , $ 1.0505 \cdot 10^{-12} $ 
$2625  $ , $ 9.9662 \cdot 10^{-13 } $ , $ 9.9662 \cdot 10^{-13} $ 
$2650  $ , $ 9.4552 \cdot 10^{-13 } $ , $ 9.4553 \cdot 10^{-13} $ 
$2675  $ , $ 8.9707 \cdot 10^{-13 } $ , $ 8.9707 \cdot 10^{-13} $ 
$2700 $ , $ 8.5109 \cdot 10^{-13 } $ , $ 8.5110 \cdot 10^{-13} $ 
$2725  $ , $ 8.0747 \cdot 10^{-13 } $ , $ 8.0747 \cdot 10^{-13} $ 
$2750  $ , $ 7.6608 \cdot 10^{-13 } $ , $ 7.6608 \cdot 10^{-13} $ 
$2775  $ , $ 7.2682 \cdot 10^{-13 } $ , $ 7.2683 \cdot 10^{-13} $ 
$2800 $ , $ 6.8958 \cdot 10^{-13 } $ , $ 6.8959 \cdot 10^{-13} $ 
$2825  $ , $ 6.5426 \cdot 10^{-13 } $ , $ 6.5426 \cdot 10^{-13} $ 
$2850  $ , $ 6.2074 \cdot 10^{-13 } $ , $ 6.2074 \cdot 10^{-13} $ 
$2875  $ , $ 5.8894 \cdot 10^{-13 } $ , $ 5.8895 \cdot 10^{-13} $ 
$2900 $ , $ 5.5878 \cdot 10^{-13 } $ , $ 5.5878 \cdot 10^{-13} $ 
$2925  $ , $ 5.3016 \cdot 10^{-13 } $ , $ 5.3017 \cdot 10^{-13} $ 
$2950  $ , $ 5.0301 \cdot 10^{-13 } $ , $ 5.0302 \cdot 10^{-13} $ 
$2975  $ , $ 4.7725 \cdot 10^{-13 } $ , $ 4.7726 \cdot 10^{-13} $ 
$3000 $ , $ 4.5282 \cdot 10^{-13 } $ , $ 4.5282 \cdot 10^{-13} $ 
$3025  $ , $ 4.2964 \cdot 10^{-13 } $ , $ 4.2964 \cdot 10^{-13} $ 
$3050  $ , $ 4.0764 \cdot 10^{-13 } $ , $ 4.0764 \cdot 10^{-13} $ 
$3075  $ , $ 3.8677 \cdot 10^{-13 } $ , $ 3.8678 \cdot 10^{-13} $ 
$3100 $ , $ 3.6698 \cdot 10^{-13 } $ , $ 3.6698 \cdot 10^{-13} $ 
$3125  $ , $ 3.4819 \cdot 10^{-13 } $ , $ 3.4820 \cdot 10^{-13} $ 
$3150  $ , $ 3.3037 \cdot 10^{-13 } $ , $ 3.3038 \cdot 10^{-13} $ 
$3175  $ , $ 3.1347 \cdot 10^{-13 } $ , $ 3.1347 \cdot 10^{-13} $ 
$3200 $ , $ 2.9743 \cdot 10^{-13 } $ , $ 2.9743 \cdot 10^{-13} $ 
$3225  $ , $ 2.8221 \cdot 10^{-13 } $ , $ 2.8221 \cdot 10^{-13} $ 
$3250  $ , $ 2.6777 \cdot 10^{-13 } $ , $ 2.6777 \cdot 10^{-13} $ 
$3275  $ , $ 2.5407 \cdot 10^{-13 } $ , $ 2.5408 \cdot 10^{-13} $ 
$3300 $ , $ 2.4107 \cdot 10^{-13 } $ , $ 2.4108 \cdot 10^{-13} $ 
$3325  $ , $ 2.2874 \cdot 10^{-13 } $ , $ 2.2875 \cdot 10^{-13} $ 
$3350  $ , $ 2.1704 \cdot 10^{-13 } $ , $ 2.1705 \cdot 10^{-13} $ 
$3375  $ , $ 2.0594 \cdot 10^{-13 } $ , $ 2.0594 \cdot 10^{-13} $ 
$3400 $ , $ 1.9541 \cdot 10^{-13 } $ , $ 1.9541 \cdot 10^{-13} $ 
$3425  $ , $ 1.8541 \cdot 10^{-13 } $ , $ 1.8542 \cdot 10^{-13} $ 
$3450  $ , $ 1.7593 \cdot 10^{-13 } $ , $ 1.7594 \cdot 10^{-13} $ 
$3475  $ , $ 1.6694 \cdot 10^{-13 } $ , $ 1.6694 \cdot 10^{-13} $ 
$3500 $ , $ 1.5840 \cdot 10^{-13 } $ , $ 1.5841 \cdot 10^{-13} $ 
$3525  $ , $ 1.5030 \cdot 10^{-13 } $ , $ 1.5031 \cdot 10^{-13} $ 
$3550  $ , $ 1.4262 \cdot 10^{-13 } $ , $ 1.4262 \cdot 10^{-13} $ 
$3575  $ , $ 1.3533 \cdot 10^{-13 } $ , $ 1.3533 \cdot 10^{-13} $ 
$3600 $ , $ 1.2841 \cdot 10^{-13 } $ , $ 1.2841 \cdot 10^{-13} $ 
$3625  $ , $ 1.2185 \cdot 10^{-13 } $ , $ 1.2185 \cdot 10^{-13} $ 
$3650  $ , $ 1.1562 \cdot 10^{-13 } $ , $ 1.1562 \cdot 10^{-13} $ 
$3675  $ , $ 1.0971 \cdot 10^{-13 } $ , $ 1.0971 \cdot 10^{-13} $ 
$3700 $ , $ 1.0410 \cdot 10^{-13 } $ , $ 1.0411 \cdot 10^{-13} $ 
$3725  $ , $ 9.8782 \cdot 10^{-14 } $ , $ 9.8782 \cdot 10^{-14} $ 
$3750  $ , $ 9.3734 \cdot 10^{-14 } $ , $ 9.3735 \cdot 10^{-14} $ 
$3775  $ , $ 8.8945 \cdot 10^{-14 } $ , $ 8.8945 \cdot 10^{-14} $ 
$3800 $ , $ 8.4400 \cdot 10^{-14 } $ , $ 8.4400 \cdot 10^{-14} $ 
$3825  $ , $ 8.0088 \cdot 10^{-14 } $ , $ 8.0088 \cdot 10^{-14} $ 
$3850  $ , $ 7.5996 \cdot 10^{-14 } $ , $ 7.5996 \cdot 10^{-14} $ 
$3875  $ , $ 7.2114 \cdot 10^{-14 } $ , $ 7.2114 \cdot 10^{-14} $ 
$3900 $ , $ 6.8430 \cdot 10^{-14 } $ , $ 6.8430 \cdot 10^{-14} $ 
$3925  $ , $ 6.4934 \cdot 10^{-14 } $ , $ 6.4935 \cdot 10^{-14} $ 
$3950  $ , $ 6.1617 \cdot 10^{-14 } $ , $ 6.1618 \cdot 10^{-14} $ 
$3975  $ , $ 5.8470 \cdot 10^{-14 } $ , $ 5.8471 \cdot 10^{-14} $ 
$4000 $ , $ 5.5484 \cdot 10^{-14 } $ , $ 5.5484 \cdot 10^{-14} $ 
$4025  $ , $ 5.2650 \cdot 10^{-14 } $ , $ 5.2651 \cdot 10^{-14} $ 
$4050  $ , $ 4.9961 \cdot 10^{-14 } $ , $ 4.9962 \cdot 10^{-14} $ 
$4075  $ , $ 4.7033 \cdot 10^{-14 } $ , $ 4.7033 \cdot 10^{-14} $ 
$4100 $ , $ 4.3903 \cdot 10^{-14 } $ , $ 4.3903 \cdot 10^{-14} $ 
$4125  $ , $ 4.1010 \cdot 10^{-14 } $ , $ 4.1011 \cdot 10^{-14} $ 
$4150  $ , $ 3.8336 \cdot 10^{-14 } $ , $ 3.8336 \cdot 10^{-14} $ 
$4175  $ , $ 3.5862 \cdot 10^{-14 } $ , $ 3.5862 \cdot 10^{-14} $ 
$4200 $ , $ 3.3571 \cdot 10^{-14 } $ , $ 3.3572 \cdot 10^{-14} $ 
$4225  $ , $ 3.1449 \cdot 10^{-14 } $ , $ 3.1449 \cdot 10^{-14} $ 
$4250  $ , $ 2.9481 \cdot 10^{-14 } $ , $ 2.9482 \cdot 10^{-14} $ 
$4275  $ , $ 2.7655 \cdot 10^{-14 } $ , $ 2.7656 \cdot 10^{-14} $ 
$4300 $ , $ 2.5960 \cdot 10^{-14 } $ , $ 2.5960 \cdot 10^{-14} $ 
$4325  $ , $ 2.4384 \cdot 10^{-14 } $ , $ 2.4385 \cdot 10^{-14} $ 
$4350  $ , $ 2.2919 \cdot 10^{-14 } $ , $ 2.2919 \cdot 10^{-14} $ 
$4375  $ , $ 2.1554 \cdot 10^{-14 } $ , $ 2.1554 \cdot 10^{-14} $ 
$4400 $ , $ 2.0282 \cdot 10^{-14 } $ , $ 2.0283 \cdot 10^{-14} $ 
$4425  $ , $ 1.9097 \cdot 10^{-14 } $ , $ 1.9097 \cdot 10^{-14} $ 
$4450  $ , $ 1.7990 \cdot 10^{-14 } $ , $ 1.7990 \cdot 10^{-14} $ 
$4475  $ , $ 1.6955 \cdot 10^{-14 } $ , $ 1.6956 \cdot 10^{-14} $ 
$4500 $ , $ 1.5988 \cdot 10^{-14 } $ , $ 1.5989 \cdot 10^{-14} $ 
$4525  $ , $ 1.5083 \cdot 10^{-14 } $ , $ 1.5084 \cdot 10^{-14} $ 
$4550  $ , $ 1.4236 \cdot 10^{-14 } $ , $ 1.4236 \cdot 10^{-14} $ 
$4575  $ , $ 1.3441 \cdot 10^{-14 } $ , $ 1.3442 \cdot 10^{-14} $ 
$4600 $ , $ 1.2696 \cdot 10^{-14 } $ , $ 1.2697 \cdot 10^{-14} $ 
$4625  $ , $ 1.1996 \cdot 10^{-14 } $ , $ 1.1997 \cdot 10^{-14} $ 
$4650  $ , $ 1.1339 \cdot 10^{-14 } $ , $ 1.1340 \cdot 10^{-14} $ 
$4675  $ , $ 1.0721 \cdot 10^{-14 } $ , $ 1.0722 \cdot 10^{-14} $ 
$4700 $ , $ 1.0140 \cdot 10^{-14 } $ , $ 1.0140 \cdot 10^{-14} $ 
$4725  $ , $ 9.5927 \cdot 10^{-15 } $ , $ 9.5927 \cdot 10^{-15} $ 
$4750  $ , $ 9.0773 \cdot 10^{-15 } $ , $ 9.0774 \cdot 10^{-15} $ 
$4775  $ , $ 8.5918 \cdot 10^{-15 } $ , $ 8.5918 \cdot 10^{-15} $ 
$4800 $ , $ 8.1339 \cdot 10^{-15 } $ , $ 8.1340 \cdot 10^{-15} $ 
$4825  $ , $ 7.7019 \cdot 10^{-15 } $ , $ 7.7019 \cdot 10^{-15} $ 
$4850  $ , $ 7.2942 \cdot 10^{-15 } $ , $ 7.2943 \cdot 10^{-15} $ 
$4875  $ , $ 6.9093 \cdot 10^{-15 } $ , $ 6.9093 \cdot 10^{-15} $ 
$4900 $ , $ 6.5457 \cdot 10^{-15 } $ , $ 6.5458 \cdot 10^{-15} $ 
$4925  $ , $ 6.2022 \cdot 10^{-15 } $ , $ 6.2023 \cdot 10^{-15} $ 
$4950  $ , $ 5.8775 \cdot 10^{-15 } $ , $ 5.8776 \cdot 10^{-15} $ 
$4975  $ , $ 5.5705 \cdot 10^{-15 } $ , $ 5.5706 \cdot 10^{-15} $ 
$5000 $ , $ 5.2801 \cdot 10^{-15 } $ , $ 5.2802 \cdot 10^{-15} $ 
$5025  $ , $ 5.0054 \cdot 10^{-15 } $ , $ 5.0055 \cdot 10^{-15} $ 
$5050  $ , $ 4.7455 \cdot 10^{-15 } $ , $ 4.7455 \cdot 10^{-15} $ 
$5075  $ , $ 4.4994 \cdot 10^{-15 } $ , $ 4.4994 \cdot 10^{-15} $ 
$5100 $ , $ 4.2664 \cdot 10^{-15 } $ , $ 4.2665 \cdot 10^{-15} $ 
$5125  $ , $ 4.0458 \cdot 10^{-15 } $ , $ 4.0459 \cdot 10^{-15} $ 
$5150  $ , $ 3.8369 \cdot 10^{-15 } $ , $ 3.8370 \cdot 10^{-15} $ 
$5175  $ , $ 3.6390 \cdot 10^{-15 } $ , $ 3.6390 \cdot 10^{-15} $ 
$5200 $ , $ 3.4515 \cdot 10^{-15 } $ , $ 3.4515 \cdot 10^{-15} $ 
$5225  $ , $ 3.2738 \cdot 10^{-15 } $ , $ 3.2739 \cdot 10^{-15} $ 
$5250  $ , $ 3.1055 \cdot 10^{-15 } $ , $ 3.1055 \cdot 10^{-15} $ 
$5275  $ , $ 2.9459 \cdot 10^{-15 } $ , $ 2.9459 \cdot 10^{-15} $ 
$5300 $ , $ 2.7946 \cdot 10^{-15 } $ , $ 2.7947 \cdot 10^{-15} $ 
$5400 $ , $ 2.2641 \cdot 10^{-15 } $ , $ 2.2641 \cdot 10^{-15} $ 
$5500 $ , $ 1.8351 \cdot 10^{-15 } $ , $ 1.8351 \cdot 10^{-15} $ 
$5600 $ , $ 1.4879 \cdot 10^{-15 } $ , $ 1.4879 \cdot 10^{-15} $ 
$5700 $ , $ 1.2066 \cdot 10^{-15 } $ , $ 1.2066 \cdot 10^{-15} $ 
$5800 $ , $ 9.7865 \cdot 10^{-16 } $ , $ 9.7865 \cdot 10^{-16} $ 
$5900 $ , $ 7.9386 \cdot 10^{-16 } $ , $ 7.9386 \cdot 10^{-16} $ 
$6000 $ , $ 6.4403 \cdot 10^{-16 } $ , $ 6.4404 \cdot 10^{-16} $ 
$6100 $ , $ 5.2252 \cdot 10^{-16 } $ , $ 5.2253 \cdot 10^{-16} $ 
$6200 $ , $ 4.2397 \cdot 10^{-16 } $ , $ 4.2397 \cdot 10^{-16} $ 
$6300 $ , $ 3.4402 \cdot 10^{-16 } $ , $ 3.4403 \cdot 10^{-16} $ 
$6400 $ , $ 2.7916 \cdot 10^{-16 } $ , $ 2.7917 \cdot 10^{-16} $ 
$6500 $ , $ 2.2655 \cdot 10^{-16 } $ , $ 2.2655 \cdot 10^{-16} $ 
$6600 $ , $ 1.8385 \cdot 10^{-16 } $ , $ 1.8386 \cdot 10^{-16} $ 
$6700 $ , $ 1.4921 \cdot 10^{-16 } $ , $ 1.4922 \cdot 10^{-16} $ 
$6800 $ , $ 1.2111 \cdot 10^{-16 } $ , $ 1.2111 \cdot 10^{-16} $ 
$6900 $ , $ 9.8295 \cdot 10^{-17 } $ , $ 9.8296 \cdot 10^{-17} $ 
$7000 $ , $ 7.9787 \cdot 10^{-17 } $ , $ 7.9787 \cdot 10^{-17} $ 
$7100 $ , $ 6.4765 \cdot 10^{-17 } $ , $ 6.4766 \cdot 10^{-17} $ 
$7200 $ , $ 5.2573 \cdot 10^{-17 } $ , $ 5.2574 \cdot 10^{-17} $ 
$7300 $ , $ 4.2679 \cdot 10^{-17 } $ , $ 4.2680 \cdot 10^{-17} $ 
$7400 $ , $ 3.4649 \cdot 10^{-17 } $ , $ 3.4649 \cdot 10^{-17} $ 
$7500 $ , $ 2.8131 \cdot 10^{-17 } $ , $ 2.8131 \cdot 10^{-17} $ 
$7600 $ , $ 2.2840 \cdot 10^{-17 } $ , $ 2.2841 \cdot 10^{-17} $ 
$7700 $ , $ 1.8545 \cdot 10^{-17 } $ , $ 1.8546 \cdot 10^{-17} $ 
$7800 $ , $ 1.5059 \cdot 10^{-17 } $ , $ 1.5059 \cdot 10^{-17} $ 
$7900 $ , $ 1.2229 \cdot 10^{-17 } $ , $ 1.2229 \cdot 10^{-17} $ 
$8000 $ , $ 9.9311 \cdot 10^{-18 } $ , $ 9.9311 \cdot 10^{-18} $ 
$8100 $ , $ 8.0656 \cdot 10^{-18 } $ , $ 8.0656 \cdot 10^{-18} $ 
$8200 $ , $ 6.5508 \cdot 10^{-18 } $ , $ 6.5509 \cdot 10^{-18} $ 
$8300 $ , $ 5.3208 \cdot 10^{-18 } $ , $ 5.3209 \cdot 10^{-18} $ 
$8400 $ , $ 4.3221 \cdot 10^{-18 } $ , $ 4.3222 \cdot 10^{-18} $ 
$8500 $ , $ 3.5111 \cdot 10^{-18 } $ , $ 3.5111 \cdot 10^{-18} $ 
$8600 $ , $ 2.8525 \cdot 10^{-18 } $ , $ 2.8525 \cdot 10^{-18} $ 
$8700 $ , $ 2.3176 \cdot 10^{-18 } $ , $ 2.3176 \cdot 10^{-18} $ 
$8800 $ , $ 1.8831 \cdot 10^{-18 } $ , $ 1.8832 \cdot 10^{-18} $ 
$8900 $ , $ 1.5302 \cdot 10^{-18 } $ , $ 1.5303 \cdot 10^{-18} $ 
$9000 $ , $ 1.2436 \cdot 10^{-18 } $ , $ 1.2436 \cdot 10^{-18} $ 
$9100 $ , $ 1.0107 \cdot 10^{-18 } $ , $ 1.0107 \cdot 10^{-18} $ 
$9200 $ , $ 8.2151 \cdot 10^{-19 } $ , $ 8.2151 \cdot 10^{-19} $ 
$9300 $ , $ 6.6778 \cdot 10^{-19 } $ , $ 6.6778 \cdot 10^{-19} $ 
$9400 $ , $ 5.4288 \cdot 10^{-19 } $ , $ 5.4288 \cdot 10^{-19} $ 
$9500 $ , $ 4.4139 \cdot 10^{-19 } $ , $ 4.4139 \cdot 10^{-19} $ 
$9600 $ , $ 3.5890 \cdot 10^{-19 } $ , $ 3.5891 \cdot 10^{-19} $ 
$9700 $ , $ 2.9187 \cdot 10^{-19 } $ , $ 2.9187 \cdot 10^{-19} $ 
$9800 $ , $ 2.3738 \cdot 10^{-19 } $ , $ 2.3738 \cdot 10^{-19} $ 
$9900 $ , $ 1.9309 \cdot 10^{-19 } $ , $ 1.9309 \cdot 10^{-19} $ 
$10000 $ , $ 1.5708 \cdot 10^{-19 } $ , $ 1.5708 \cdot 10^{-19} $ 
$13900 $ , $ 6.0313 \cdot 10^{-23 } $ , $ 6.0313 \cdot 10^{-23}$
